Change ID,Impact Level,Change Type,Category Code,Category Name,Substantive,Confidence (%),Change Summary,Old Document Location (Page),Old Document Section,Old Requirement Text,New Document Location (Page),New Document Section,New Requirement Text,Numerical Changes,Obligation Analysis,Impact Explanation
CHG-0097,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,47,Section Page 8 -> Page 6. Category: Threshold / Limit Change. Significant textual changes detected.,8,,"Service Providers (ASPs) including ATM Switch ASPs; d)
Services and operations related to Data Centres; e)
Cloud Computing Services; f)
Managed Security Services; and g) Management of IT infrastructure and technology services associated with payment system ecosystem.",6,,Providers (ASPs) including ATM Switch ASPs;,,,
CHG-0098,HIGH,MODIFIED,C07,Compliance Requirement,Yes,51,"Section Page 20 -> Page 19. Category: Compliance Requirement. Obligation relaxed from 'shall, can' to 'can' Significant textual changes detected.",20,,"c)
In order to mitigate the risk of unexpected termination of the outsourcing agreement or insolvency/ liquidation of the service provider, REs shall retain an appropriate level of control over their IT-outsourcing arrangement along with right to intervene, with appropriate measures to continue its business operations. d)
REs shall ensure that service providers are able to isolate the REs' information, documents and records and other assets. This is to ensure that, in adverse conditions or termi",19,,"information, documents, and records, and other assets so that in adverse conditions or termination of the agreement, all documents, records of transactions and information with the service provider, and assets of the bank, can be removed from the possession of the service provider (in order to continue its business operations), or deleted, destroyed, or rendered unusable.",,"ObligationDirection.RELAXED: Obligation relaxed from 'shall, can' to 'can'",
CHG-0099,LOW,MODIFIED,C15,Reference / Cross-Reference Change,Yes,55,Section Page 6 -> Page 4. Category: Reference / Cross-Reference Change. Moderate textual changes detected.,6,,"Master Direction. ii. the agreements that come into force on or after October 1, 2023, shall comply with the provisions of these Directions from the date of agreement itself.",4,,"Directions, shall comply with the provisions of these Directions from the date of agreement itself.",,,
CHG-0100,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,49,Section Page 9 -> Page 24. Category: Threshold / Limit Change. Significant textual changes detected.,9,,"Board and Senior Management, who shall be ultimately responsible for the outsourced activity. RE shall take steps to ensure that the service provider employs the same high standard of care in performing the services as would have been employed by the RE, if the same activity was not outsourced. REs shall not engage an IT service provider that would result in reputation of RE being compromised or weakened. b)
Notwithstanding whether the service provider is located in India or abroad, the REs shal",24,,"paragraph 18 of these Directions, a bank shall ensure that the service provider, if not a group company, shall not be owned or controlled by any director, or key managerial personnel, or approver of the outsourcing arrangement of the bank, or their relatives. The terms 'control', 'director', 'key managerial personnel', and",,,
CHG-0101,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,50,Section (d) -> (1). Category: Threshold / Limit Change. Significant textual changes detected.,18,(d),(d) Access to data at RE's location / data centre by service providers shall be,28,(1),"(1) access by service providers to data at the bank, or its data centre shall be on",,,
CHG-0102,MEDIUM,MODIFIED,C05,Timeline Change,Yes,48,Section Page 13 -> (iii). Category: Timeline Change. Obligation language removed: shall Significant textual changes detected.,13,,"Due diligence shall involve evaluation of all available information, as applicable, about the service provider, including but not limited to: a)
past experience and demonstrated competence to implement and support the proposed IT activity over the contract period;",16,(iii),"(iii) past experience, and demonstrated competence to implement and support",,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0103,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,48,Section Page 8 -> (i). Category: Threshold / Limit Change. Significant textual changes detected.,8,,"(ii)
""Material Outsourcing of IT Services"" are those which: a) if disrupted or compromised shall have the potential to significantly impact the RE's business operations; or b) may have material impact on the RE's customers in the event of any unauthorised access, loss or theft of customer information.",23,(i),(i) if disrupted or compromised shall have the potential to significantly impact,,,
CHG-0104,LOW,MODIFIED,C03,Modified Requirement,Yes,51,Section Page 19 -> Page 28. Category: Modified Requirement. Significant textual changes detected.,19,,"(i)
The REs shall review and monitor the control processes and security practices of the service provider to disclose security breaches. The REs shall immediately notify RBI in the event of breach of security and leakage of confidential customer related information. In these eventualities, REs shall adhere to the extant instructions issued by RBI from time to time on",28,,"confidential customer-related information. In these eventualities, the bank shall adhere to the extant instructions issued by RBI from time to time on Incident",,,
CHG-0105,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,52,Section Page 19 -> 40. Category: Threshold / Limit Change. Moderate textual changes detected.,19,,"a)
REs shall require their service providers to develop and establish a robust framework for documenting, maintaining and testing Business Continuity",19,40,40. A bank shall require its service provider to develop and establish a robust,,,
CHG-0106,MEDIUM,MODIFIED,C05,Timeline Change,Yes,49,Section Page 23 -> Page 33. Category: Timeline Change. Significant textual changes detected.,23,,"a)
The Outsourcing of IT Services policy shall contain a clear exit strategy with regard to outsourced IT activities/ IT enabled services, while ensuring business continuity during and after exit. The strategy should include exit strategy for different scenarios of exit or termination of services with stipulation of minimum period to execute such plans, as necessary. In documenting an exit strategy, the RE shall, inter alia, identify alternative arrangements, which may include performing the act",33,,"removal or destruction of data, hardware and all records (digital and physical), as applicable. Further, the outsourcing agreement shall ensure that the service provider is prohibited from erasing, purging, revoking, altering, or changing any data during the transition period, unless specifically advised by the regulator or the concerned bank.",,,
CHG-0107,LOW,MODIFIED,C09,Documentation Requirement,Yes,47,Section Page 27 -> Page 40. Category: Documentation Requirement. Obligation language removed: shall Significant textual changes detected.,27,,"CSP's cyber resilience controls. The CSP / RE shall ensure continuous and regular updates of security-related software including upgrades, fixes, patches and service packs for protecting the application from advanced threats/ malware. g) Vulnerability Management: REs shall ensure that CSPs have a well-governed and structured approach to manage threats and vulnerabilities supported by requisite industry-specific threat intelligence capabilities.",40,,"own application security measures, and that both the bank and the CSP maintain continuous and regular updates of security-related software, including upgrades, fixes, patches, and service packs, to safeguard applications against advanced threats and malware;",,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0108,LOW,MODIFIED,C14,Procedural Change,Yes,42,Section Page 31 -> Page 23. Category: Procedural Change. Significant textual changes detected.,31,,"Payment Systems in India iii.
Partnership based Fintech firms such as those providing co-branded applications, service, products (would be considered under outsourcing of financial services) iv.
Services of Fintech firms for data retrieval, data validation and verification services such as (list is not exhaustive): a. Bank statement analysis b. GST returns analysis c. Fetching of vehicle information d. Digital document execution e. Data entry and Call centre services v.
Telecom Service Providers",23,,"verification, such as, bank statement analysis, GST returns analysis, fetching of vehicle information, digital document execution, data entry, and call centre services.;",,,
CHG-0109,HIGH,MODIFIED,C07,Compliance Requirement,Yes,51,Section Page 23 -> Page 35. Category: Compliance Requirement. Obligation language removed: shall Moderate textual changes detected.,23,,"c)
The right of the RE and the RBI to direct and conduct audit or inspection of the service provider based in a foreign jurisdiction shall be ensured. d)
The arrangement shall comply with all statutory requirements as well as regulations issued by the RBI from time to time.",35,,"(v)
ensure that the arrangement complies with all statutory requirements as well as regulations issued by the RBI from time to time.",,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0110,LOW,MODIFIED,C03,Modified Requirement,Yes,49,Section Page 26 -> Page 38. Category: Modified Requirement. Obligation language removed: shall New conditions added: in case of. Significant textual changes detected.,26,,combination of components across the cloud architecture with minimal impact on data/ information security. b) Identity and Access Management (IAM): IAM shall be agreed upon with the,38,,"(d)
be resilient and enable smooth recovery in case of failure of any one or combination of components across the cloud architecture with minimal impact on data / information security;",,ObligationDirection.REMOVED: Obligation language removed: shall New conditions added: in case of.,
CHG-0111,LOW,MODIFIED,C03,Modified Requirement,Yes,45,Section Page 30 -> Page 23. Category: Modified Requirement. Significant textual changes detected.,30,,Services not considered under Outsourcing of IT Services,23,,"applications, products, and services (would be considered under outsourcing of financial services in Chapter III);",,,
CHG-0112,LOW,MODIFIED,C03,Modified Requirement,Yes,48,Section Page 29 -> Page 35. Category: Modified Requirement. Obligation language removed: shall Significant textual changes detected.,29,,"Security Service Provider (MSSP)) to which REs have lesser visibility. To mitigate the risks, in addition to the controls prescribed in these Directions, REs shall adopt the following requirements in the case of outsourcing of SOC operations: a) unambiguously identify the owner of assets used in providing the services",35,,"(i)
unambiguously identify the owner of assets used in providing the services",,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0113,LOW,MODIFIED,C03,Modified Requirement,Yes,50,Section Page 9 -> Page 6. Category: Modified Requirement. Significant textual changes detected.,9,,Role of the Regulated Entity,6,,customer or sub-member of another Regulated Entity (RE);,,,
CHG-0114,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,44,Section Page 25 -> Page 38. Category: Threshold / Limit Change. Significant textual changes detected.,25,,"a) Service and Technology Architecture: REs shall ensure that the service and technology architecture supporting cloud-based applications is built in adherence to globally recognised architecture principles and standards. REs shall prefer a technology architecture that provides for secure container-based data management, where encryption keys and Hardware Security Modules are under the control of the RE. The architecture should provide for a standard set of tools and processes to manage containe",38,,applications is built in adherence to globally recognised architecture principles and standards. The technology architecture shall:,,,
CHG-0115,MEDIUM,MODIFIED,C13,Exception / Exemption Change,Yes,48,Section Page 10 -> Page 24. Category: Exception / Exemption Change. Obligation language removed: may Significant textual changes detected.,10,,"framed thereunder from time to time. However, an exception to this requirement may be made with the approval of Board/ Board level",24,,2013 and the Rules framed thereunder from time to time.,,ObligationDirection.REMOVED: Obligation language removed: may,
CHG-0116,HIGH,MODIFIED,C07,Compliance Requirement,Yes,48,"Section Page 16 -> Page 17. Category: Compliance Requirement. Obligation relaxed from 'required, necessary, can' to 'necessary, can' Significant textual changes detected.",16,,"b)
effective access by the RE to all data, books, records, information, logs, alerts and business premises relevant to the outsourced activity, available with the service provider; c)
regular monitoring and assessment of the service provider by the RE for continuous management of the risks holistically, so that any necessary corrective measure can be taken immediately; d)
type of material adverse events (e.g., data breaches, denial of service, service unavailability, etc.) and the incidents requ",17,,"service provider for continuous management of the risks holistically, so that any necessary corrective measure can be taken immediately;",,"ObligationDirection.RELAXED: Obligation relaxed from 'required, necessary, can' to 'necessary, can'",
CHG-0117,MEDIUM,MODIFIED,C13,Exception / Exemption Change,Yes,51,Section Page 22 -> 85. Category: Exception / Exemption Change. Moderate textual changes detected.,22,,"a)
A RE may outsource any IT activity/ IT enabled service within its business group/ conglomerate, provided that such an arrangement is backed by the",34,85,"85. A bank may outsource any IT service within its business group / conglomerate,",,,
CHG-0118,HIGH,MODIFIED,C11,Scope Change,Yes,44,"Section Page 24 -> Page 36. Category: Scope Change. New obligation language introduced: shall, may Significant textual changes detected.",24,,"7 For example, different heads of cloud related expenses could be application refactoring, integration, consulting,
migration, projected recurring expenditure depending on the workloads, etc.",36,,"adopted to the existing IT applications' footprint and associated costs. Such assessment shall include, but not be limited to, an analysis of various heads of cloud-related expenditure, such as application refactoring, integration, consulting, migration, and projected recurring expenditure depending on the nature of workloads. The extent of cloud adoption may vary, ranging from migration of non-business critical workloads to the cloud, to deployment of critical business applications such as SaaS",,"ObligationDirection.INTRODUCED: New obligation language introduced: shall, may",
CHG-0119,LOW,MODIFIED,C12,Definition Change,Yes,46,Section Page 8 -> (3). Category: Definition Change. Significant textual changes detected.,8,,"(v)
""Service Provider""3 means the provider of IT or IT enabled services including entities related to the RE or those which belong to the same group or conglomerate to which the RE belongs. Appendix III provides an indicative (but not exhaustive) list of a) Services/ Activities not",23,(3),(3) 'Service Provider' means provider of IT services including entities related to,,,
CHG-0120,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,47,Section Page 10 -> Page 24. Category: Threshold / Limit Change. Significant textual changes detected.,10,,"REs shall evaluate the need for Outsourcing of IT Services based on comprehensive assessment of attendant benefits, risks and availability of commensurate processes to manage those risks. REs shall inter-alia consider: a) determining the need for outsourcing based on criticality of activity to be outsourced; b) determining expectations and outcome from outsourcing; c) determining success factors and cost-benefit analysis; and d) deciding the model for outsourcing.",24,,"comprehensive assessment of attendant benefits, risks, and availability of commensurate processes to manage those risks. For this purpose, the bank shall, inter alia, consider the following:",,,
CHG-0121,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,46,Section Page 15 -> (viii). Category: Threshold / Limit Change. Significant textual changes detected.,15,,"l)
ability to effectively service all the customers while maintaining confidentiality, especially where a service provider has exposure to multiple entities; and m)
ability to enforce agreements and the rights available thereunder including those relating to aspects such as data storage, data protection and confidentiality.",29,(viii),"(viii) ability to enforce agreements, and the rights available thereunder including",,,
CHG-0122,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,42,Section Page 31 -> (i). Category: Threshold / Limit Change. Significant textual changes detected.,31,,"B. Vendors / Entities who are not considered as Third-Party Service Provider for the purpose of this Master Direction (an indicative but not exhaustive list) i.
Vendors providing business services using IT. Example - BCs ii.
Payment System Operators authorised by the Reserve Bank of India under the",23,(i),"(i) vendors providing business services using IT (e.g., BCs;);",,,
CHG-0123,MEDIUM,MODIFIED,C11,Scope Change,Yes,44,Section Page 12 -> (1). Category: Scope Change. Obligation language removed: shall Significant textual changes detected.,12,,"The responsibilities of the IT Function of the RE shall, inter alia, include: a)
assisting the Senior Management in identifying, measuring, monitoring, mitigating and managing the level of IT outsourcing risk in the organisation; b)
ensuring that a central database of all IT outsourcing arrangements is maintained and is accessible for review by Board, Senior Management,",26,(1),"(1) assisting the Senior Management in identifying, measuring, monitoring,",,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0124,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,47,Section Page 21 -> Page 32. Category: Threshold / Limit Change. Significant textual changes detected.,21,,"REs of their responsibility in ensuring assurance on the controls and procedures required to safeguard data security (including availability of systems) at the service provider's end. f)
The RE shall periodically review the financial and operational condition of the service provider to assess its ability to continue to meet its Outsourcing of IT Services obligations. RE shall adopt risk-based approach in defining the periodicity. Such due diligence reviews shall highlight any deterioration or br",32,,"service provider to assess its ability to continue to meet its obligations. A bank shall adopt risk-based approach in defining the periodicity. Such due diligence reviews shall highlight any deterioration or breach in performance standards, confidentiality, security, and operational resilience preparedness.",,,
CHG-0125,MEDIUM,MODIFIED,C08,Reporting Requirement,Yes,48,Section Page 29 -> Page 35. Category: Reporting Requirement. Significant textual changes detected.,29,,"(specific to the RE); c) assess SOC functioning, including all physical facilities involved in service delivery, such as the SOC and areas where client data is stored / processed periodically; d) integrate the outsourced SOC reporting and escalation process with the RE's incident response process; and e) review the process of handling of the alerts / events.",35,,"delivery, such as the SOC and areas where client data is stored or processed periodically;",,,
CHG-0126,MEDIUM,MODIFIED,C11,Scope Change,Yes,48,Section Page 24 -> Page 36. Category: Scope Change. Significant textual changes detected.,24,,"REs shall adopt the following requirements for storage, computing and movement of data in cloud environments:",36,,"cloud deployment and service models, a bank that uses cloud services for storage, computing and movement of data in cloud environments shall, in addition to other applicable provisions in these Directions:",,,
CHG-0127,MEDIUM,MODIFIED,C11,Scope Change,Yes,41,Section Page 20 -> Page 11. Category: Scope Change. Significant textual changes detected.,20,,Outsourced IT activities. This shall include (as applicable to the scope of,11,,B. Activities that shall not be outsourced,,,
CHG-0128,LOW,MODIFIED,C09,Documentation Requirement,Yes,51,"Section Page 26 -> Page 38. Category: Documentation Requirement. Obligation language removed: shall, should, necessary, may Significant textual changes detected.",26,,"CSP and ensured for providing role-based access to the cloud hosted applications, in respect of user-access and privileged-access. Stringent access controls, as applicable for an on-premise application, may be established for identity and access management to cloud-based applications. Segregation of duties and role conflict matrix should be implemented for all kinds of user- access and privileged-access roles in the cloud-hosted application irrespective of the cloud service model. Access provisi",38,,"(b)
 implement segregation of duties, role conflict matrix for all kinds of user-access, and privileged-access roles in the cloud-hosted application irrespective of the cloud service model;",,"ObligationDirection.REMOVED: Obligation language removed: shall, should, necessary, may",
CHG-0129,LOW,MODIFIED,C03,Modified Requirement,Yes,72,Section Page 18 -> Page 27. Category: Modified Requirement.,18,,Risk Management,27,,D. Risk Management,,,
CHG-0130,LOW,MODIFIED,C12,Definition Change,Yes,52,Section Page 9 -> (2). Category: Definition Change. Significant textual changes detected.,9,,"considered under ""Outsourcing of IT Services"" for the purpose of this",23,(2),(2) 'Material Outsourcing of IT Services' are those which:,,,
CHG-0131,LOW,MODIFIED,C15,Reference / Cross-Reference Change,Yes,39,"Category: Reference / Cross-Reference Change. Date changed: April 10, 2023 -> November 28, 2025 (CHANGED) Significant textual changes detected.",1,,"RBI/2023-24/102
DoS.CO.CSITEG/SEC.1/31.01.015/2023-24
 April 10, 2023",1,,"RBI/DOR/2025-26/171
DOR.ORG.REC.No.90/21-04-158/2025-26



November 28, 2025","date: April 10, 2023 -> November 28, 2025 (CHANGED)",,
CHG-0132,LOW,MODIFIED,C03,Modified Requirement,Yes,71,Section Page 23 -> Page 33. Category: Modified Requirement.,23,,Exit Strategy,33,,E.6 Exit Strategy,,,
CHG-0133,LOW,MODIFIED,C12,Definition Change,Yes,48,Section Page 8 -> Page 12. Category: Definition Change. Obligation language removed: shall Significant textual changes detected.,8,,"(iii)
""Outsourcing"" shall be as defined in RBI 'Guidelines on Managing",12,,"(ii)
outsourcing, whether the service provider is located in India or outside, does not impede RBI in carrying out its supervisory functions and objectives, or diminish the ability of a bank to fulfil its obligations to the regulator / supervisor;",,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0134,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,55,Section Page 11 -> Page 25. Category: Threshold / Limit Change. Obligation language removed: shall Significant textual changes detected.,11,,"An RE intending to outsource any of its IT activities shall put in place a comprehensive Board approved IT outsourcing policy. The policy shall incorporate, inter alia, the roles and responsibilities of the Board, Committees of the Board (if any) and Senior Management, IT function, business function as well as oversight and assurance functions in respect of outsourcing of IT services. It shall further cover the criteria for selection of such activities as well as service providers, parameters fo",25,,"(i)
the roles and responsibilities of the Board, Committees of the Board (if any) and Senior Management, IT function, business function, and oversight and assurance functions in respect of outsourcing of IT services;",,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0135,LOW,MODIFIED,C03,Modified Requirement,Yes,42,"Section Page 6 -> Page 42. Category: Modified Requirement. Date changed: October 22, 2021 -> November
28,
2025 (CHANGED) Significant textual changes detected.",6,,"DOR.CRE.REC.No.60/03.10.001/2021-22 dated October 22, 2021 on",42,,"DOR.RRC.REC.302/33-01-010/2025-26
dated
November
28,
2025.
The","date: October 22, 2021 -> November
28,
2025 (CHANGED)",,
CHG-0136,MEDIUM,MODIFIED,C11,Scope Change,Yes,49,Section Page 9 -> (3). Category: Scope Change. Significant textual changes detected.,9,,"4.
 Regulatory and Supervisory requirements a)
Outsourcing of any activity shall not diminish RE's obligations as also of its",5,(3),(3) The provisions shall not apply to outsourcing of:,,,
CHG-0137,LOW,MODIFIED,C03,Modified Requirement,Yes,49,Section 4 -> (v). Category: Modified Requirement. Obligation language removed: shall Significant textual changes detected.,25,4,4. Cloud Governance: REs shall adopt and demonstrate a well-established and,37,(v),(v) put in place strong cloud governance by adopting and demonstrating a well-,,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0138,MEDIUM,MODIFIED,C11,Scope Change,Yes,55,Section Page 28 -> Page 40. Category: Scope Change. Obligation language removed: should Significant textual changes detected.,28,,"ii) data completeness and portability; iii) secure purge of RE's information from the CSP's environment; iv) smooth transition of services; and v) unambiguous definition of liabilities, damages, penalties and indemnities. b) monitoring the ongoing design of applications and service delivery technology stack that the exit plans should align with. c) contractually agreed exit / termination plans should specify how the cloud- hosted service(s) and data will be moved out from the cloud with minimal ",40,,"(c)
include contractually agreed exit / termination plans, which specify how the cloud-hosted service(s) and data will be moved out from the cloud with minimal impact on continuity of the bank's business, while maintaining integrity and security; and",,ObligationDirection.REMOVED: Obligation language removed: should,
CHG-0139,CRITICAL,MODIFIED,C07,Compliance Requirement,Yes,49,Section 8 -> 80. Category: Compliance Requirement. Obligation strengthened from 'may' to 'shall' Significant textual changes detected.,27,8,8. The following points may be evaluated while developing an exit strategy:,33,80,80. The strategy shall include plans for different scenarios of exit or termination of,,ObligationDirection.STRENGTHENED: Obligation strengthened from 'may' to 'shall',
CHG-0140,LOW,MODIFIED,C12,Definition Change,Yes,56,Section Page 8 -> Page 6. Category: Definition Change. Significant textual changes detected.,8,,"(iv)
""Outsourcing of IT Services""2 shall include outsourcing of the following activities: a)
IT infrastructure management, maintenance and support",6,,"defined in paragraph 53(2). In this context, 'Outsourcing of IT Services' shall include outsourcing of the following services:",,,
CHG-0141,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,49,Section Page 13 -> Page 18. Category: Threshold / Limit Change. Significant textual changes detected.,13,,"a)
In considering or renewing an Outsourcing of IT Services arrangement, appropriate due diligence shall be performed to assess the capability of the service provider to comply with obligations in the outsourcing agreement on an ongoing basis. b)
A risk-based approach shall be adopted in conducting such due diligence activities. c)
Due diligence shall take into consideration qualitative, quantitative, financial, operational, legal and reputational factors. Where possible, the",18,,"condition of the service provider to assess its ability to continue to meet its outsourcing obligations. Such due diligence reviews, which shall be based on all available information about the service provider, shall highlight any deterioration or breach in performance standards, confidentiality, and security, and in operational resilience or business continuity preparedness.",,,
CHG-0142,HIGH,MODIFIED,C07,Compliance Requirement,Yes,48,Section Page 16 -> Page 30. Category: Compliance Requirement. Obligation language removed: permitted Significant textual changes detected.,16,,"RE to enable RE to take prompt risk mitigation measures and ensure compliance with statutory and regulatory guidelines; e)
compliance with the provisions of Information Technology Act, 2000, other applicable legal requirements and standards to protect the customer data; f)
the deliverables, including Service-Level Agreements (SLAs) formalising performance criteria to measure the quality and quantity of service levels; g)
storage of data (as applicable to the concerned REs) only in India as per e",30,,"(iv)
compliance with the provisions of Information Technology Act, 2000, and other applicable legal requirements and standards to protect the customer data;",,ObligationDirection.REMOVED: Obligation language removed: permitted,
CHG-0143,LOW,MODIFIED,C15,Reference / Cross-Reference Change,Yes,43,"Section Page 5 -> Page 4. Category: Reference / Cross-Reference Change. Date changed: October 1, 2023 -> April 10, 2026 (CHANGED) Significant textual changes detected.",5,,"I.
With respect to existing outsourcing arrangements that are already in force as on the date of issuance of this Master Direction, REs shall ensure that: i. the agreements that are due for renewal before October 1, 2023 shall comply with the provisions of these Directions as on the renewal date",4,,"Directions shall comply with the provisions of these Directions either at the time of renewal or by April 10, 2026, whichever is earlier. However, the bank's new IT outsourcing agreements that come into force on or after the effective date of these","date: October 1, 2023 -> April 10, 2026 (CHANGED)",,
CHG-0144,HIGH,MODIFIED,C04,Threshold / Limit Change,Yes,52,Section Page 29 -> Page 35. Category: Threshold / Limit Change. New obligation language introduced: shall Significant textual changes detected.,29,,Outsourcing of Security Operations Centre (SOC) operations has the risk of data being stored and processed at an external location and managed by a third party (Managed,35,,"(SOC) operations by a bank, such as data being stored and processed at an external location and managed by the service provider (or its subcontractors) to which the bank has lesser visibility, the bank, to mitigate the risks, shall adopt the following requirements in the case of outsourcing of SOC operations in addition to the controls prescribed in this Chapter:",,ObligationDirection.INTRODUCED: New obligation language introduced: shall,
CHG-0145,MEDIUM,MODIFIED,C11,Scope Change,Yes,48,Section Page 5 -> Page 9. Category: Scope Change. Obligation language removed: shall Significant textual changes detected.,5,,"II.
With respect to new outsourcing arrangements, REs shall ensure that:",9,,"existing and prospective outsourcing arrangements, and the policies that apply to such arrangements;",,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0146,LOW,MODIFIED,C03,Modified Requirement,Yes,47,Section Page 10 -> (ii). Category: Modified Requirement. Significant textual changes detected.,10,,"5.
Comprehensive assessment of need for outsourcing and attendant risks",25,(ii),(ii) expectations and outcomes from outsourcing;,,,
CHG-0147,HIGH,MODIFIED,C04,Threshold / Limit Change,Yes,45,Section Page 30 -> Page 31. Category: Threshold / Limit Change. New obligation language introduced: may Significant textual changes detected.,30,,"A. Services / Activities not considered under ""Outsourcing of IT Services"" for the purpose of this Master Direction (an indicative but not exhaustive list) i.
Corporate Internet Banking services obtained by regulated entities as corporate customers/ sub members of another regulated entity ii.
External audit such as Vulnerability Assessment/ Penetration Testing (VA/PT),",31,,"Chapter), of service providers (including subcontractors) with regard to the service outsourced by it. Such audits may be conducted either by bank's internal or external auditors appointed to act on bank's behalf.",,ObligationDirection.INTRODUCED: New obligation language introduced: may,
CHG-0148,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,45,Section Page 7 -> Page 13. Category: Threshold / Limit Change. Obligation language removed: shall Significant textual changes detected.,7,,"(c)
These Directions shall apply to Material Outsourcing of Information",13,,"(ii)
parameters for defining 'material outsourcing' based on the broad criteria indicated in paragraph 14 of these Directions;",,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0149,LOW,MODIFIED,C03,Modified Requirement,Yes,53,Section Page 5 -> Page 1. Category: Modified Requirement. Significant textual changes detected.,5,,"Reserve Bank of India (Outsourcing of Information Technology Services)
Directions, 2023",1,,Reserve Bank of India (Commercial Banks - Managing Risks in Outsourcing),,,
CHG-0150,HIGH,MODIFIED,C03,Modified Requirement,Yes,43,Section 22 -> (xvi). Category: Modified Requirement. New obligation language introduced: shall Significant textual changes detected.,23,22,22. Exit Strategy,40,(xvi),(xvi) develop an exit strategy that shall,,ObligationDirection.INTRODUCED: New obligation language introduced: shall,
CHG-0151,LOW,MODIFIED,C15,Reference / Cross-Reference Change,Yes,52,Section Page 5 -> Page 8. Category: Reference / Cross-Reference Change. Significant textual changes detected.,5,,"Regulation Act, 1949; Section 45L of the Reserve Bank of India Act, 1934 and Section",8,,"Bank of India Act, 1934 or the Information Technology Act, 2000 or the Companies",,,
CHG-0152,LOW,MODIFIED,C12,Definition Change,Yes,43,Section Page 7 -> (1). Category: Definition Change. Significant textual changes detected.,7,,Technology ('IT') Services arrangements (as defined in clause 3(a)(ii) below) entered by the REs.,23,(1),(1) 'IT services' means IT services / IT enabled services /IT activities.,,,
CHG-0153,MEDIUM,MODIFIED,C11,Scope Change,Yes,51,Section Page 6 -> Page 4. Category: Scope Change. Significant textual changes detected.,6,,"2.
Applicability",4,,B. Applicability and Scope,,,
CHG-0154,MEDIUM,MODIFIED,C11,Scope Change,Yes,46,Section Page 8 -> Page 42. Category: Scope Change. Significant textual changes detected.,8,,"Risks and Code of Conduct in Outsourcing of Financial Services by banks' issued vide circular DBOD.NO.BP.40/ 21.04.158/ 2006-07 dated November 3, 2006, as amended from time to time.",42,,"guidelines relating to outsourcing of financial services and IT services as applicable to Commercial Banks stand repealed, as communicated vide circular",,,
CHG-0155,MEDIUM,MODIFIED,C11,Scope Change,Yes,45,"Section Page 25 -> Page 39. Category: Scope Change. Obligation language removed: necessary, may Significant textual changes detected.",25,,"(CSP). REs may refer to some of the cloud security best practices8, for implementing necessary controls, as per applicability of the shared responsibility model in the adoption of cloud services.",39,,"(x)
define minimum monitoring requirements in the cloud environment and assess the information / cyber security capability of the CSP, to ensure that it:",,"ObligationDirection.REMOVED: Obligation language removed: necessary, may",
CHG-0156,MEDIUM,MODIFIED,C05,Timeline Change,Yes,44,Section Page 8 -> (1). Category: Timeline Change. Significant textual changes detected.,8,,"2 The term 'outsourcing' (unless mentioned explicitly as outsourcing of financial services), implies 'outsourcing of
IT Services/ IT enabled Services/ IT activities' and are used interchangeably in this Master Direction.
3 Depending upon the IT Outsourcing services provided (if any) by an RE to other RE(s), even an RE could be
considered as a service provider to other RE, within this Master Direction.",8,(1),(1) 'Outsourcing' means use of a third party (either an affiliated entity within a,,,
CHG-0157,LOW,MODIFIED,C15,Reference / Cross-Reference Change,Yes,52,Section Page 6 -> Page 22. Category: Reference / Cross-Reference Change. Significant textual changes detected.,6,,"section 45I of the Reserve Bank of India Act, 1934 and included in 'Top",22,,the provisions of Reserve Bank of India (Commercial Banks - Responsible,,,
CHG-0158,MEDIUM,MODIFIED,C13,Exception / Exemption Change,Yes,48,Section Page 2 -> Page 5. Category: Exception / Exemption Change. Significant textual changes detected.,2,,"Encl: Reserve Bank of India (Outsourcing of Information Technology Services)
Directions, 2023",5,,"Provided that for outsourced services relating to credit cards, the provisions set out in the Reserve Bank of India (Commercial Banks - Credit Cards and Debit",,,
